Date,SP500_Close,BTC_Close,SP500_Return,BTC_Return
2020-01-01,3195.43,7160.98,-0.0014290839549351406,-0.005419638473847119
2020-01-02,3192.12,7328.56,-0.0010357903388119496,0.023402279671514547
2020-01-03,3188.19,6971.12,-0.0012310594053946452,-0.048774058678215326
2020-01-06,3201.86,6925.7,0.004287820128812583,-0.006514853790194164
2020-01-07,3194.48,6951.62,-0.0023035042097423403,0.003742599656604232
2020-01-08,3204.35,7229.54,0.0030875728428806505,0.0399787640161773
2020-01-09,3230.56,7281.85,0.008179638081584027,0.0072353878735754995
2020-01-10,3202.9,7023.24,-0.008559859228137847,-0.03551351435359805
2020-01-13,3213.33,7338.41,0.0032561063425344235,0.04487444697324079
2020-01-14,3215.9,7320.38,0.0007998823668406067,-0.0024565823849017616
2020-01-15,3237.39,6994.12,0.0066813146448104314,-0.04456842436689793
2020-01-16,3226.23,7103.37,-0.0034473278057347177,0.015619978459115344
2020-01-17,3261.01,7079.46,0.010780852624553361,-0.003366643898053075
2020-01-20,3276.73,7154.32,0.004819198304254922,0.010574104761012462
2020-01-21,3308.47,6922.81,0.009687921704443705,-0.03235819776733737
2020-01-22,3332.02,6601.5,0.0071190082510246295,-0.04641437563033313
2020-01-23,3228.27,6403.14,-0.031139345066626224,-0.030047035773486684
2020-01-24,3193.76,6567.89,-0.010689720556151937,0.025729144763568315
2020-01-27,3220.17,6329.31,0.00827119079535474,-0.03632455988808876
2020-01-28,3253.88,6149.27,0.010468337080176004,-0.02844514407688975
2020-01-29,3251.49,6093.05,-0.0007349261560354102,-0.00914369290141304
2020-01-30,3256.93,6264.72,0.0016730382895310545,0.028174969327930805
2020-01-31,3282.86,6358.73,0.007960965489509322,0.01500715442555987
2020-02-03,3309.45,6481.28,0.008099377173675584,0.019272136311810704
2020-02-04,3285.54,6317.31,-0.0072238255826351985,-0.025298839680329845
2020-02-05,3268.0,6413.66,-0.005339619289632167,0.015251567958942681
2020-02-06,3259.17,6903.57,-0.0027013868519686103,0.07638451169336234
2020-02-07,3228.11,6636.99,-0.009531510506237923,-0.038614594720994516
2020-02-10,3258.84,6973.48,0.009521682185636357,0.05069910253422244
2020-02-11,3279.6,7185.34,0.006368312290071119,0.030381616737455305
2020-02-12,3336.71,7212.37,0.01741613972930595,0.0037622413176044657
2020-02-13,3280.74,7049.61,-0.016775507197667724,-0.022566816900412616
2020-02-14,3319.24,6750.17,0.011734749087798918,-0.04247622402998454
2020-02-17,3321.57,6812.94,0.0007023758494471362,0.009297932018721386
2020-02-18,3309.99,6971.36,-0.003487105977764047,0.023254084276430945
2020-02-19,3334.05,7524.92,0.0072693568983187955,0.07940393026714719
2020-02-20,3359.85,7400.59,0.007739613213277626,-0.01652178335762069
2020-02-21,3338.21,7187.68,-0.006441571108008367,-0.028769567269997028
2020-02-24,3377.36,7088.99,0.011727282717789847,-0.013730368362865524
2020-02-25,3375.52,7267.11,-0.0005431292844071719,0.025126119637973465
2020-02-26,3347.23,7181.27,-0.008381555887816881,-0.011812085124711713
2020-02-27,3274.28,6877.01,-0.02179543518724699,-0.04236940580405923
2020-02-28,3252.95,6960.22,-0.006512836946302197,0.012101146169370493
2020-03-02,3300.52,6996.85,0.014621919269319565,0.00526161414503773
2020-03-03,3311.86,7049.04,0.0034363713503976346,0.007459213676887945
2020-03-04,3355.96,7293.64,0.013316893361443247,0.034700069933202196
2020-03-05,3367.99,7066.51,0.003584319784890507,-0.03114115036089875
2020-03-06,3405.51,7187.64,0.011140623772135136,0.017141720474795542
2020-03-09,3456.67,7223.77,0.015023298596570643,0.005027029558583787
2020-03-10,3538.73,7204.2,0.023737211093806155,-0.002708781999017241
2020-03-11,3607.44,7285.75,0.01941672497115652,0.011319571705639297
2020-03-12,3586.17,7006.62,-0.0058952281109460325,-0.03831149229017187
2020-03-13,3580.75,7335.13,-0.001512366618466039,0.04688541548067989
2020-03-16,3616.9,7532.22,0.01009649395937674,0.026869084001307917
2020-03-17,3514.86,7639.07,-0.028210470877094374,0.014185577633806987
2020-03-18,3539.36,7525.7,0.006970228931038101,-0.014841034977563025
2020-03-19,3513.78,7511.73,-0.007228612394164754,-0.0018563656046437069
2020-03-20,3587.56,7312.71,0.020998515157784784,-0.02649390415397364
2020-03-23,3570.22,7632.32,-0.004833660416835419,0.04370541957490692
2020-03-24,3552.18,7533.39,-0.005053809593133006,-0.012961869720531222
2020-03-25,3557.41,7236.33,0.0014733161674641202,-0.0394321503623261
2020-03-26,3567.87,6962.21,0.0029393451618001543,-0.03788064166118324
2020-03-27,3606.84,6994.77,0.010922379724297734,0.004676519880035765
2020-03-30,3706.75,7132.24,0.027701177602173006,0.01965251625613843
2020-03-31,3768.61,6874.49,0.016688273885192985,-0.036138829077863
2020-04-01,3764.22,6949.67,-0.0011656721222623855,0.010936145320189352
2020-04-02,3844.2,6623.56,0.021248651020452588,-0.046924484892222444
2020-04-03,3891.05,6785.2,0.012187436157705872,0.024403276736287463
2020-04-06,3963.83,6993.17,0.01870255434885756,0.03065173598797843
2020-04-07,3967.49,6881.07,0.0009248542212473795,-0.016029831632070415
2020-04-08,3909.26,6894.97,-0.014678156614112642,0.002019222517086172
2020-04-09,3901.44,7352.01,-0.002000361227943733,0.06628624211334687
2020-04-10,3874.0,7416.65,-0.0070322979358181685,0.008792539250319215
2020-04-13,3802.22,7277.95,-0.018528017036108752,-0.018701137005794642
2020-04-14,3815.28,7488.76,0.003433774561093189,0.028965771158149727
2020-04-15,3882.72,7529.87,0.01767722024193721,0.0054889741622373926
2020-04-16,3831.83,7614.0,-0.013106938548730634,0.0111731641168026
2020-04-17,3856.75,7759.78,0.00650384518096552,0.019145373749480298
2020-04-20,3825.5,8031.93,-0.008103452390096797,0.0350726037185909
2020-04-21,3830.68,8226.05,0.0013547509308541794,0.02416818023529957
2020-04-22,3890.4,8441.42,0.015588878881133372,0.026181255585874252
2020-04-23,3904.94,9054.6,0.0037381923357812465,0.07263982723169427
2020-04-24,3917.53,8983.74,0.003224436491665801,-0.007825601684719782
2020-04-27,3923.97,9432.38,0.001643604450996359,0.049939069991664815
2020-04-28,3930.74,9605.76,0.0017245498426416027,0.018381432392707845
2020-04-29,3988.32,9500.69,0.01464877728398596,-0.010938233411018763
2020-04-30,3906.88,9533.18,-0.020418837231043745,0.003419765906838016
2020-05-01,3918.83,9360.49,0.003056817534287628,-0.018115081430811752
2020-05-04,3960.97,9589.19,0.010753036572509,0.02443281208928018
2020-05-05,3914.86,9720.24,-0.011639909059192995,0.013665865603729364
2020-05-06,3906.82,9247.91,-0.0020532595068309036,-0.04859206274868126
2020-05-07,3929.23,9259.69,0.005735402796791623,0.0012743731598514581
2020-05-08,3895.27,9397.38,-0.00864339479027841,0.014869630836278073
2020-05-11,3919.25,9246.73,0.006157119266308549,-0.01603088092508135
2020-05-12,3939.26,9577.92,0.0051042262864161286,0.03581604105757606
2020-05-13,3906.75,9677.04,-0.008251999628228424,0.01034915154827536
2020-05-14,3908.05,10404.36,0.00033306900577568507,0.07515993064724505
2020-05-15,3821.89,10569.05,-0.022047635649338242,0.015828472772287046
