Date,SP500_Close,BTC_Close,SP500_Return,BTC_Return
2020-01-03,3234.85009765625,7344.88427734375,-0.007059870562045378,0.05145166344511276
2020-01-06,3246.280029296875,7769.21923828125,0.0035333728907271933,0.057772858620307455
2020-01-07,3237.179931640625,8163.6923828125,-0.0028032386528962228,0.050773846435889336
2020-01-08,3253.050048828125,8079.86279296875,0.004902451368978156,-0.010268587535248286
2020-01-09,3274.699951171875,7879.0712890625,0.006655262605488987,-0.024850855645838776
2020-01-10,3265.35009765625,8166.55419921875,-0.002855178689662563,0.03648690303834745
2020-01-13,3288.1298828125,8144.1943359375,0.006976215252569862,-0.0027379801487620314
2020-01-14,3283.14990234375,8827.7646484375,-0.001514532772802224,0.08393344808628167
2020-01-15,3289.2900390625,8807.0107421875,0.0018701968845122874,-0.002350980919464507
2020-01-16,3316.81005859375,8723.7861328125,0.00836655302646827,-0.009449813541879348
2020-01-17,3329.6201171875,8929.0380859375,0.003862162248501333,0.02352785247141642
2020-01-21,3320.7900390625,8745.89453125,-0.0026519776473655776,-0.02051100610444656
2020-01-22,3321.75,8680.8759765625,0.0002890760711180551,-0.007434180055016837
2020-01-23,3325.5400390625,8406.515625,0.0011409766124783616,-0.03160514587505292
2020-01-24,3295.469970703125,8445.4345703125,-0.009042160974207403,0.004629616722148233
2020-01-27,3243.6298828125,8909.8193359375,-0.015730711659182384,0.05498648550986496
2020-01-28,3276.239990234375,9358.58984375,0.010053584595046017,0.05036808165148732
2020-01-29,3273.39990234375,9316.6298828125,-0.0008668741908683941,-0.004483577295090302
2020-01-30,3283.659912109375,9508.9931640625,0.003134358792605374,0.02064730312029206
2020-01-31,3225.52001953125,9350.529296875,-0.01770582037552626,-0.016664631518128026
2020-02-03,3248.919921875,9293.521484375,0.007254613892351713,-0.006096747113455092
2020-02-04,3297.590087890625,9180.962890625,0.014980414164082134,-0.012111511652417528
2020-02-05,3334.68994140625,9613.423828125,0.01125059589785371,0.047104093835473426
2020-02-06,3345.780029296875,9729.8017578125,0.003325672876785646,0.012105773319493585
2020-02-07,3327.7099609375,9795.943359375,-0.005400853672730133,0.006797836503646293
2020-02-10,3352.090087890625,9856.611328125,0.007326397804890528,0.006193172676109748
2020-02-11,3357.75,10208.236328125,0.0016884725532351208,0.03567402510806805
2020-02-12,3379.449951171875,10326.0546875,0.006462646466197652,0.011541499979814906
2020-02-13,3373.93994140625,10214.3798828125,-0.0016304457368023773,-0.010814856987217514
2020-02-14,3380.159912109375,10312.1162109375,0.0018435333204338544,0.009568503349817403
2020-02-18,3370.2900390625,10141.99609375,-0.002919942636890105,-0.016497110167073448
2020-02-19,3386.14990234375,9633.38671875,0.004705785881164548,-0.05014884351152826
2020-02-20,3373.22998046875,9608.4755859375,-0.00381551976362815,-0.0025859164113087862
2020-02-21,3337.75,9686.44140625,-0.01051810302712286,0.008114275736580634
2020-02-24,3225.889892578125,9650.1748046875,-0.03351362667122315,-0.0037440583225021307
2020-02-25,3128.2099609375,9341.705078125,-0.030279995565056117,-0.031965195740564556
2020-02-26,3116.389892578125,8820.5224609375,-0.0037785406053220116,-0.05579095174048332
2020-02-27,2978.760009765625,8784.494140625,-0.04416324258407911,-0.0040846016176541156
2020-02-28,2954.219970703125,8672.455078125,-0.008238340444361891,-0.012754184897438958
2020-03-02,3090.22998046875,8869.669921875,0.046039229006110016,0.022740370745470306
2020-03-03,3003.3701171875,8787.7861328125,-0.028107896121075893,-0.009231886844013548
2020-03-04,3130.1201171875,8755.24609375,0.04220259077449118,-0.0037028710724991143
2020-03-05,3023.93994140625,9078.7626953125,-0.033922077046888544,0.03695117168590434
2020-03-06,2972.3701171875,9122.5458984375,-0.01705385200037013,0.004822595830994203
2020-03-09,2746.56005859375,7923.64453125,-0.07596969747745097,-0.13142179612303695
2020-03-10,2882.22998046875,7909.7294921875,0.04939630628156144,-0.0017561412564156553
2020-03-11,2741.3798828125,7911.43017578125,-0.048868445131273974,0.00021501160000858555
2020-03-12,2480.639892578125,4970.7880859375,-0.09511268097833658,-0.37169538560117077
2020-03-13,2711.02001953125,5563.70703125,0.09287124972971839,0.11928067241286833
2020-03-16,2386.1298828125,5014.47998046875,-0.11984055240393443,-0.09871602650829281
2020-03-17,2529.18994140625,5225.62939453125,0.05995484974402432,0.04210793838741411
2020-03-18,2398.10009765625,5238.4384765625,-0.051830762729157875,0.0024512036855608432
2020-03-19,2409.389892578125,6191.19287109375,0.0047078080405855705,0.18187755736638023
2020-03-20,2304.919921875,6198.7783203125,-0.04335951230846191,0.001225199953657663
2020-03-23,2237.39990234375,6416.31494140625,-0.02929386782180443,0.03509346678536862
2020-03-24,2447.330078125,6734.8037109375,0.09382773976227554,0.04963733427047878
2020-03-25,2475.56005859375,6681.06298828125,0.011535011448221999,-0.007979552925792555
2020-03-26,2630.070068359375,6716.4404296875,0.062414163303876835,0.005295181540467819
2020-03-27,2541.469970703125,6469.79833984375,-0.033687352562252526,-0.03672214358569481
2020-03-30,2626.64990234375,6429.841796875,0.03351600948370015,-0.006175856011257808
2020-03-31,2584.590087890625,6438.64453125,-0.016012721914555605,0.0013690436954885143
2020-04-01,2470.5,6606.7763671875,-0.04414243033166543,0.026112924097839496
2020-04-02,2526.89990234375,6793.62451171875,0.02282934723487151,0.028281287899985408
2020-04-03,2488.64990234375,6733.38720703125,-0.015137125124949469,-0.008866740365705117
2020-04-06,2663.679931640625,7271.78125,0.07033131865275055,0.07995887157752324
2020-04-07,2659.409912109375,7176.41455078125,-0.0016030527844311804,-0.013114627068677276
2020-04-08,2749.97998046875,7334.0986328125,0.03405645287963033,0.02197254365887824
2020-04-09,2789.820068359375,7302.08935546875,0.014487410153376512,-0.004364445986660415
2020-04-13,2761.6298828125,6845.03759765625,-0.010104660822607414,-0.06259191521262342
2020-04-14,2846.06005859375,6842.427734375,0.030572589146256046,-0.0003812781513637953
2020-04-15,2783.360107421875,6642.10986328125,-0.022030438529415775,-0.029275847531044064
2020-04-16,2799.550048828125,7116.80419921875,0.005816689462164515,0.07146740203164859
2020-04-17,2874.56005859375,7096.1845703125,0.026793594848223412,-0.002897315751431484
2020-04-20,2823.159912109375,6881.95849609375,-0.01788104803401469,-0.0301889095606368
2020-04-21,2736.56005859375,6880.3232421875,-0.030674795694063395,-0.00023761461322069355
2020-04-22,2799.31005859375,7117.20751953125,0.022930247703843776,0.034429236680519004
2020-04-23,2797.800048828125,7429.724609375,-0.0005394221197431159,0.043910071328696176
2020-04-24,2836.739990234375,7550.90087890625,0.013918057304545428,0.016309658285092787
2020-04-27,2878.47998046875,7795.60107421875,0.014714069804799612,0.032406755066283655
2020-04-28,2863.389892578125,7807.05859375,-0.005242380698498916,0.001469741643032707
2020-04-29,2939.510009765625,8801.0380859375,0.026583916282167053,0.1273180520232342
2020-04-30,2912.429931640625,8658.5537109375,-0.009212446303987654,-0.01618949646720247
2020-05-01,2830.7099609375,8864.7666015625,-0.028059034078492195,0.023816089558295506
2020-05-04,2842.739990234375,8912.654296875,0.004249827591976452,0.005402025508946862
2020-05-05,2868.43994140625,9003.0703125,0.009040556385797371,0.010144678859214995
2020-05-06,2848.419921875,9268.76171875,-0.006979410390386298,0.029511199738283755
2020-05-07,2881.18994140625,9951.5185546875,0.011504630788313985,0.07366214135771076
2020-05-08,2929.800048828125,9842.666015625,0.016871538638701944,-0.010938284289408906
2020-05-11,2930.18994140625,8601.7958984375,0.00013307822091168653,-0.12607052959204834
2020-05-12,2870.1201171875,8804.4775390625,-0.020500317528877154,0.023562712138033515
2020-05-13,2820.0,9269.9873046875,-0.01746272460422804,0.05287193516704303
2020-05-14,2852.5,9733.7216796875,0.01152482269503552,0.05002535168149658
2020-05-15,2863.699951171875,9328.197265625,0.0039263632504382695,-0.04166180495059313
2020-05-18,2953.909912109375,9726.5751953125,0.03150119163168075,0.04270685088913684
2020-05-19,2922.93994140625,9729.0380859375,-0.010484399194493177,0.00025321252090737545
2020-05-20,2971.610107421875,9522.9814453125,0.01665110025908012,-0.02117954918100662
2020-05-21,2948.510009765625,9081.76171875,-0.007773596407737116,-0.04633209978369557
2020-05-22,2955.449951171875,9182.5771484375,0.002353711326488428,0.01110086707949609
2020-05-26,2991.77001953125,8835.052734375,0.012289184036080147,-0.03784606526520007
2020-05-27,3036.1298828125,9181.017578125,0.014827297215913804,0.039158209254817056
2020-05-28,3029.72998046875,9525.7509765625,-0.0021079145460738413,0.037548495632866885
2020-05-29,3044.31005859375,9439.1240234375,0.004812335824971425,-0.009093976247976698
2020-06-01,3055.72998046875,10167.2685546875,0.003751234813537785,0.07714111282381775
2020-06-02,3080.820068359375,9529.8037109375,0.008210832780053412,-0.06269774820259899
